Time, Force Sensor 1,Force Sensor 2,Force Sensor 3,Force Sensor 4,N-mode attribute,Anomaly?,Anomaly Mode,Attribute,Desired Speed,D-mode attribute,Shaft Control Effort,Actual Speed,ToolHeadNo,Merged Attribute,Force Sensor Number,Anomaly Mode Encode,V-mode attribute,Orient. x,Orient. y,Orient. z,AngVel x,AngVel y,AngVel z,LinAcc. x,LinAcc. y,LinAcc. z,Mag. x ,Mag. y,Mag. z, Quat. w, Quat. x, Quat. y, Quat. z,Temp,Audio,Strain Gage,MCU Time,Sample Freq,Rel Time,Force Sensor 1,N-mode?,V-mode?,D-mode?,Binary Macro Health Mode,Multi-class Sublevel Mode,Multi-class Sublevel Mode Enc
172810,0.0,0,0,0,0,,,,150.0,15,15.6,149.38,0,,Force Sensor 3,0,0,11.69,-65.81,-174.19,2.81,-937.25,1.25,0.82,-0.32,3.41,76.19,31.19,8.19,-0.54,-0.12,-0.83,0.06,26,-213286912,850.83,3692838,66.66666666666667,37150,0,False,False,False,H,H,0
172827,0.0,0,0,0,0,,,,150.0,15,15.97,136.82,0,,Force Sensor 3,0,0,12.25,-74.62,-170.94,1.75,-922.19,1.81,2.2,-0.33,3.7,65.87,34.06,-38.06,-0.6,-0.12,-0.79,0.07,26,-213417984,856.14,3692851,62.5,37167,0,False,False,False,H,H,0
172842,0.0,0,0,0,0,M,M,M,150.0,15,16.61,144.37,0,0.0,Force Sensor 3,1,0,12.75,-83.25,-177.56,2.69,-948.19,1.37,2.18,-0.03,2.36,65.87,34.06,-38.06,-0.72,-0.11,-0.68,0.08,26,-220561408,863.32,3692867,58.82352941176471,37182,0,False,False,False,H,H,0
172858,0.0,0,0,0,0,,,,150.0,15,16.75,134.24,0,,Force Sensor 3,0,0,13.5,-77.44,-11.13,2.44,-982.75,2.19,4.3,-0.22,0.96,65.87,34.06,-38.06,-0.82,-0.09,-0.55,0.1,26,-220889088,847.77,3692879,62.5,37198,0,False,False,False,H,H,0
172872,0.0,0,0,0,0,,,,150.0,15,16.75,139.35,0,,Force Sensor 3,0,0,15.06,-19.12,-2.69,2.12,-1035.44,2.31,8.1,0.05,-6.19,24.37,40.25,-68.0,-0.98,-0.04,-0.16,0.13,26,-218955776,604.23,3692938,76.92307692307692,37212,0,False,False,False,H,H,0
172888,0.0,0,0,0,0,,,,150.0,15,16.5,134.33,0,,Force Sensor 3,0,0,15.25,-9.25,-2.62,2.69,-1023.0,1.19,9.85,-0.28,-8.08,-34.0,47.19,-59.38,-0.99,-0.03,-0.08,0.13,26,-212271104,489.29,3692948,62.5,37228,0,False,False,False,H,H,0
172905,0.0,0,0,0,0,M,M,M,150.0,15,16.89,131.98,0,0.0,Force Sensor 3,1,0,15.5,0.25,-2.62,3.0,-987.94,1.69,8.01,0.25,-8.46,-34.0,47.19,-59.38,-0.99,-0.01,0.09,0.14,26,-208928768,403.51,3692963,58.82352941176471,37245,0,False,False,False,H,H,0
172920,0.0,0,0,0,0,,,,150.0,15,16.9,144.32,0,,Force Sensor 3,0,0,15.88,18.5,-2.81,2.44,-926.12,0.94,7.3,0.13,-10.05,-34.0,47.19,-59.38,-0.98,-0.0,0.16,0.14,26,-215384064,321.24,3692975,62.5,37260,0,False,False,False,H,H,0
172937,0.0,0,0,0,0,,,,150.0,15,16.28,141.89,0,,Force Sensor 3,0,0,16.06,26.94,-3.0,2.31,-876.87,1.69,4.4,0.12,-10.73,-34.0,47.19,-59.38,-0.96,0.01,0.23,0.14,26,-219086848,249.15,3692985,62.5,37277,0,False,False,False,H,H,0
172953,0.0,0,0,0,0,,,,150.0,15,16.03,164.35,0,,Force Sensor 3,0,0,16.25,35.31,-3.31,2.56,-871.12,1.69,4.03,-0.29,-11.17,-72.0,47.56,-14.19,-0.94,0.02,0.3,0.13,26,-218595328,204.66,3692995,83.33333333333333,37293,0,False,False,False,H,H,0
172965,0.0,0,0,0,0,,,,150.0,15,15.28,162.1,0,,Force Sensor 3,0,0,16.44,43.69,-3.75,2.0,-868.87,1.12,3.33,-0.01,-11.63,-72.0,47.56,-14.19,-0.92,0.03,0.37,0.13,26,-212566016,157.19,3693008,62.5,37305,0,False,False,False,H,H,0
172981,0.0,0,0,0,0,,,,150.0,15,15.39,164.3,0,,Force Sensor 3,0,0,16.69,51.94,-4.37,2.81,-852.44,1.62,2.63,0.0,-11.85,-72.0,47.56,-14.19,-0.86,0.05,0.5,0.13,26,-219709440,133.14,3693021,55.55555555555557,37321,0,False,False,False,H,H,0
172995,0.0,0,0,0,0,M,M,M,150.0,15,15.27,164.75,0,0.0,Force Sensor 3,1,0,16.87,59.88,-5.37,2.06,-822.81,1.44,-0.58,-0.18,-11.82,-72.0,47.56,-14.19,-0.82,0.05,0.56,0.12,26,-225640448,103.08,3693034,90.9090909090909,37335,0,False,False,False,H,H,0
173010,0.0,0,0,0,0,,,,150.0,15,15.76,159.35,0,,Force Sensor 3,0,0,17.37,75.75,-11.06,2.12,-833.56,1.5,-1.2,-0.06,-11.2,-67.56,43.56,37.25,-0.78,0.06,0.61,0.12,26,-219316224,99.32,3693047,62.5,37350,0,False,False,False,H,H,0
173026,0.0,0,0,0,0,,,,150.0,15,15.5,164.46,0,,Force Sensor 3,0,0,17.69,83.37,-2.69,2.12,-820.69,1.44,-1.78,-0.32,-11.44,-67.56,43.56,37.25,-0.69,0.08,0.71,0.11,26,-212926464,104.98,3693061,58.82352941176471,37366,0,False,False,False,H,H,0
173044,0.0,0,0,0,0,,,,150.0,15,15.85,156.71,0,,Force Sensor 3,0,0,18.0,86.81,-177.31,2.37,-801.44,1.56,-4.99,-0.28,-10.24,-67.56,43.56,37.25,-0.64,0.09,0.76,0.1,26,-213286912,127.04,3693074,62.5,37384,0,False,False,False,H,H,0
173060,0.0,0,0,0,0,,,,150.0,15,15.62,159.46,0,,Force Sensor 3,0,0,18.81,72.25,-171.25,2.5,-845.31,1.37,-6.66,-0.23,-10.3,-67.56,43.56,37.25,-0.58,0.09,0.8,0.1,26,-213909504,153.36,3693086,62.5,37400,0,False,False,False,H,H,0
173076,0.0,0,0,0,0,,,,150.0,15,15.48,146.9,0,,Force Sensor 3,0,0,19.37,63.75,-174.0,2.06,-886.25,1.87,-5.83,-0.14,-9.44,-28.87,38.75,71.19,-0.52,0.1,0.84,0.09,26,-215023616,198.52,3693099,71.42857142857143,37416,0,False,False,False,H,H,0
173089,0.0,0,0,0,0,,,,150.0,15,16.11,136.87,0,,Force Sensor 3,0,0,20.12,55.19,-175.37,2.69,-889.0,1.25,-7.75,-0.18,-8.05,-28.87,38.75,71.19,-0.39,0.11,0.91,0.07,26,-208633856,249.65,3693116,58.82352941176471,37429,0,False,False,False,H,H,0
173104,0.0,0,0,0,0,,,,150.0,15,16.11,139.5,0,,Force Sensor 3,0,0,14.31,36.56,-176.81,3.0,-991.81,1.37,-7.97,-0.33,-6.45,-28.87,38.75,71.19,-0.31,0.12,0.94,0.06,26,-211648512,324.01,3693128,71.42857142857143,37444,0,False,False,False,H,H,0
173119,0.0,0,0,0,0,,,,150.0,15,16.49,149.23,0,,Force Sensor 3,0,0,15.63,-20.62,-177.44,2.06,-974.44,2.0,-6.56,-0.53,0.36,74.0,30.75,18.37,0.26,0.13,0.96,-0.01,26,-207388672,749.39,3693191,58.82352941176471,37459,0,False,False,False,H,H,0
173136,0.0,0,0,0,0,,,,150.0,15,16.01,149.38,0,,Force Sensor 3,0,0,15.88,-30.0,-177.25,2.75,-974.25,1.5,-3.65,-0.51,2.51,74.0,30.75,18.37,0.34,0.13,0.93,-0.03,26,-212369408,816.34,3693203,62.5,37476,0,False,False,False,H,H,0
173150,0.0,0,0,0,0,,,,150.0,15,16.26,147.0,0,,Force Sensor 3,0,0,16.12,-39.25,-176.94,2.62,-948.75,1.5,-4.57,-0.38,2.99,74.0,30.75,18.37,0.41,0.13,0.9,-0.04,26,-211648512,866.53,3693218,76.92307692307692,37490,0,False,False,False,H,H,0
173168,0.0,0,0,0,0,,,,150.0,15,16.12,144.67,0,,Force Sensor 3,0,0,11.06,-57.88,-175.5,2.31,-984.44,1.5,1.53,-0.21,3.7,74.0,30.75,18.37,0.55,0.12,0.82,-0.06,26,-215318528,905.53,3693230,58.82352941176471,37508,0,False,False,False,H,H,0
173182,0.0,0,0,0,0,M,M,M,150.0,15,16.24,146.6,0,0.0,Force Sensor 3,1,0,11.81,-66.87,-173.94,2.62,-939.25,1.56,2.6,-0.03,4.31,74.0,30.75,18.37,0.61,0.12,0.78,-0.07,26,-217088000,921.27,3693242,62.5,37522,0,False,False,False,H,H,0
173197,0.0,0,0,0,0,,,,150.0,15,15.87,146.65,0,,Force Sensor 3,0,0,12.31,-75.31,-170.56,1.87,-877.0,1.56,2.67,-0.27,4.07,67.37,34.06,-38.06,0.66,0.11,0.74,-0.07,26,-221741056,923.3,3693255,66.66666666666667,37537,0,False,False,False,H,H,0
173212,0.0,0,0,0,0,M,M,M,150.0,15,16.15,161.99,0,0.0,Force Sensor 3,1,0,13.13,-86.62,-2.37,2.62,-876.75,1.75,3.76,-0.2,3.51,67.37,34.06,-38.06,0.77,0.1,0.63,-0.09,26,-214663168,923.32,3693271,66.66666666666667,37552,0,False,False,False,H,H,0
173228,0.0,0,0,0,0,,,,150.0,15,15.37,164.63,0,,Force Sensor 3,0,0,13.44,-78.87,-12.56,2.25,-884.81,1.44,5.56,-0.27,1.45,67.37,34.06,-38.06,0.81,0.1,0.57,-0.1,26,-216924160,886.83,3693283,62.5,37568,0,False,False,False,H,H,0
173243,0.0,0,0,0,0,,,,150.0,15,15.48,161.77,0,,Force Sensor 3,0,0,13.75,-70.5,-7.25,2.25,-875.19,1.31,6.29,-0.03,0.61,23.25,40.56,-67.5,0.85,0.09,0.51,-0.1,26,-214990848,850.76,3693294,66.66666666666667,37583,0,False,False,False,H,H,0
173257,0.0,0,0,0,0,,,,150.0,15,15.37,167.28,0,,Force Sensor 3,0,0,14.0,-61.88,-5.19,1.87,-921.44,1.81,8.12,-0.07,-0.79,23.25,40.56,-67.5,0.89,0.08,0.44,-0.11,26,-217808896,792.68,3693311,76.92307692307692,37597,0,False,False,False,H,H,0
173272,0.0,0,0,0,0,,,,150.0,15,15.08,156.87,0,,Force Sensor 3,0,0,14.5,-44.25,-3.44,2.75,-908.06,1.06,8.21,0.03,-2.42,23.25,40.56,-67.5,0.94,0.06,0.3,-0.12,26,-218365952,727.38,3693324,58.82352941176471,37612,0,False,False,False,H,H,0
173289,0.0,0,0,0,0,,,,150.0,15,15.6,159.62,0,,Force Sensor 3,0,0,14.88,-27.19,-2.81,2.37,-888.5,1.44,8.28,-0.03,-4.23,23.25,40.56,-67.5,0.96,0.05,0.23,-0.13,26,-221708288,657.82,3693334,62.5,37629,0,False,False,False,H,H,0
173307,0.0,0,0,0,0,,,,150.0,15,15.46,156.93,0,,Force Sensor 3,0,0,14.88,-27.19,-2.81,2.12,-894.19,1.5,8.66,-0.07,-5.27,-29.56,46.06,-62.5,0.98,0.04,0.16,-0.13,26,-223543296,573.24,3693346,62.5,37647,0,False,False,False,H,H,0
173320,0.0,0,0,0,0,,,,150.0,15,15.58,154.34,0,,Force Sensor 3,0,0,15.25,-10.0,-2.62,2.31,-890.87,1.19,6.83,-0.08,-6.14,-29.56,46.06,-62.5,0.99,0.03,0.08,-0.13,26,-219971584,489.9,3693361,66.66666666666667,37660,0,False,False,False,H,H,0
173336,0.0,0,0,0,0,,,,150.0,15,15.71,154.45,0,,Force Sensor 3,0,0,15.44,-1.12,-2.62,2.81,-920.19,1.37,6.67,-0.06,-9.64,-29.56,46.06,-62.5,0.99,0.01,-0.07,-0.14,26,-216465408,414.9,3693374,71.42857142857143,37676,0,False,False,False,H,H,0
173350,0.0,0,0,0,0,,,,150.0,15,16.22,149.33,0,,Force Sensor 3,0,0,15.88,17.37,-2.75,2.56,-965.37,1.56,5.8,-0.17,-10.72,-29.56,46.06,-62.5,0.98,0.0,-0.15,-0.14,26,-216432640,323.98,3693385,66.66666666666667,37690,0,False,False,False,H,H,0
173366,0.0,0,0,0,0,,,,150.0,15,15.96,151.66,0,,Force Sensor 3,0,0,16.06,26.87,-3.0,2.81,-984.94,1.5,3.87,-0.03,-11.21,-67.25,48.25,-24.87,0.96,-0.01,-0.23,-0.14,26,-217841664,255.8,3693398,71.42857142857143,37706,0,False,False,False,H,H,0
173380,0.0,0,0,0,0,,,,150.0,15,15.84,136.77,0,,Force Sensor 3,0,0,17.31,74.69,-10.31,2.5,-980.62,1.37,-1.2,-0.15,-13.59,-71.25,44.69,31.19,0.78,-0.06,-0.61,-0.12,26,-226263040,130.88,3693448,62.5,37720,0,False,False,False,H,H,0
173396,0.0,0,0,0,0,,,,150.0,15,16.22,134.51,0,,Force Sensor 3,0,0,17.69,83.69,-2.69,2.81,-971.31,1.75,-0.56,-0.13,-12.48,-71.25,44.69,31.19,0.68,-0.08,-0.72,-0.11,26,-210337792,104.9,3693461,62.5,37736,0,False,False,False,H,H,0
173411,0.0,0,0,0,0,,,,150.0,15,16.72,136.72,0,,Force Sensor 3,0,0,18.06,85.62,-177.31,2.62,-944.25,1.87,-4.94,-0.1,-11.77,-71.25,44.69,31.19,0.62,-0.09,-0.78,-0.1,26,-207519744,118.32,3693473,62.5,37751,0,False,False,False,H,H,0
173427,0.0,0,0,0,0,,,,150.0,15,16.61,142.03,0,,Force Sensor 3,0,0,19.06,67.75,-173.0,2.75,-967.69,1.69,-4.91,-0.03,-10.84,-71.25,44.69,31.19,0.55,-0.1,-0.82,-0.09,26,-216039424,134.66,3693484,62.5,37767,0,False,False,False,H,H,0
173441,0.0,0,0,0,0,,,,150.0,15,16.35,131.75,0,,Force Sensor 3,0,0,19.06,67.75,-173.0,2.56,-942.5,2.06,-5.03,-0.4,-8.73,-28.19,39.19,71.19,0.48,-0.1,-0.86,-0.08,26,-216793088,186.27,3693497,76.92307692307692,37781,0,False,False,False,H,H,0
173458,0.0,0,0,0,0,,,,150.0,15,16.89,139.35,0,,Force Sensor 3,0,0,20.69,49.88,-175.94,2.31,-917.44,1.56,-7.77,-0.33,-8.23,-28.19,39.19,71.19,0.42,-0.11,-0.9,-0.08,26,-217350144,237.45,3693509,62.5,37798,0,False,False,False,H,H,0
173474,0.0,0,0,0,0,,,,150.0,15,16.51,149.54,0,,Force Sensor 3,0,0,14.19,41.0,-176.56,2.69,-918.19,1.69,-7.12,-0.14,-6.35,-28.19,39.19,71.19,0.27,-0.12,-0.95,-0.06,26,-214958080,305.88,3693521,58.82352941176471,37814,0,False,False,False,H,H,0
173490,0.0,0,0,0,0,,,,150.0,15,16.12,147.05,0,,Force Sensor 3,0,0,14.38,32.31,-177.0,2.0,-904.0,2.06,-7.14,-0.18,-4.36,-28.19,39.19,71.19,0.2,-0.12,-0.97,-0.05,26,-212959232,376.57,3693533,66.66666666666667,37830,0,False,False,False,H,H,0
173506,0.0,0,0,0,0,M,M,M,150.0,15,16.13,159.46,0,0.0,Force Sensor 3,1,0,14.63,23.75,-177.25,2.5,-883.81,1.37,-7.66,-0.1,-2.53,36.75,33.38,63.38,0.13,-0.13,-0.98,-0.04,26,-206438400,457.73,3693545,71.42857142857143,37846,0,False,False,False,H,H,0
173519,0.0,0,0,0,0,,,,150.0,15,15.5,162.04,0,,Force Sensor 3,0,0,15.0,6.81,-177.5,2.25,-872.87,1.5,-7.26,-0.35,-1.08,36.75,33.38,63.38,0.06,-0.13,-0.99,-0.03,26,-212271104,540.67,3693556,58.82352941176471,37859,0,False,False,False,H,H,0
173535,0.0,0,0,0,0,,,,150.0,15,15.37,162.1,0,,Force Sensor 3,0,0,15.19,-1.31,-177.56,1.87,-847.06,1.44,-5.55,-0.27,-0.44,36.75,33.38,63.38,-0.01,-0.13,-0.99,-0.02,26,-211386368,602.92,3693568,66.66666666666667,37875,0,False,False,False,H,H,0
173551,0.0,0,0,0,0,,,,150.0,15,15.23,159.4,0,,Force Sensor 3,0,0,15.38,-9.25,-177.5,2.37,-821.87,1.37,-8.24,-0.36,1.99,36.75,33.38,63.38,-0.15,-0.13,-0.98,-0.0,26,-217022464,678.52,3693580,62.5,37891,0,False,False,False,H,H,0
173567,0.0,0,0,0,0,,,,150.0,15,15.48,156.93,0,,Force Sensor 3,0,0,15.56,-17.37,-177.44,1.31,-842.37,2.0,-5.5,-0.22,1.45,36.75,33.38,63.38,-0.22,-0.13,-0.97,0.01,26,-212566016,737.21,3693593,62.5,37907,0,False,False,False,H,H,0
173581,0.0,0,0,0,0,,,,150.0,15,15.6,169.47,0,,Force Sensor 3,0,0,15.75,-25.5,-177.31,2.62,-843.94,0.69,-2.47,-0.29,3.23,74.0,30.37,16.87,-0.29,-0.13,-0.95,0.02,26,-216825856,798.51,3693606,71.42857142857143,37921,0,False,False,False,H,H,0
173596,0.0,0,0,0,0,M,M,M,150.0,15,15.2,154.45,0,0.0,Force Sensor 3,1,0,16.19,-41.25,-176.81,2.12,-800.31,1.44,-3.45,-0.27,4.56,74.0,30.37,16.87,-0.35,-0.13,-0.93,0.03,26,-215056384,836.18,3693619,58.82352941176471,37936,0,False,False,False,H,H,0
173613,0.0,0,0,0,0,,,,150.0,15,15.71,159.24,0,,Force Sensor 3,0,0,10.19,-49.19,-176.37,2.12,-820.12,0.88,-5.73,-0.13,4.04,74.0,30.37,16.87,-0.48,-0.13,-0.87,0.05,26,-213811200,887.19,3693635,62.5,37953,0,False,False,False,H,H,0
173630,0.0,0,0,0,0,,,,150.0,15,15.7,146.9,0,,Force Sensor 3,0,0,13.88,-67.19,-6.25,2.5,-986.69,1.5,4.41,-0.08,0.13,33.06,39.69,-65.06,-0.83,-0.09,-0.55,0.1,27,-215973888,885.58,3693695,66.66666666666667,37970,0,False,False,False,H,H,0
173642,0.0,0,0,0,0,,,,150.0,15,15.7,146.9,0,,Force Sensor 3,0,0,13.88,-67.19,-6.25,2.81,-1006.44,1.5,7.45,-0.22,-1.17,33.06,39.69,-65.06,-0.87,-0.08,-0.47,0.11,27,-211058688,829.08,3693706,83.33333333333333,37982,0,False,False,False,H,H,0
173657,0.0,0,0,0,0,M,M,M,150.0,15,16.08,146.95,0,0.0,Force Sensor 3,1,0,14.38,-48.0,-3.69,2.62,-987.12,2.19,8.15,-0.03,-1.87,33.06,39.69,-65.06,-0.91,-0.07,-0.4,0.11,27,-218464256,778.47,3693718,62.5,37997,0,False,False,False,H,H,0
173671,0.0,0,0,0,0,,,,150.0,15,16.08,139.35,0,,Force Sensor 3,0,0,14.63,-38.69,-3.19,2.25,-966.69,1.12,7.95,-0.11,-3.31,33.06,39.69,-65.06,-0.96,-0.06,-0.25,0.13,27,-214040576,698.56,3693733,76.92307692307692,38011,0,False,False,False,H,H,0
173686,0.0,0,0,0,0,,,,150.0,15,16.47,149.33,0,,Force Sensor 3,0,0,14.88,-29.12,-2.87,3.37,-989.19,1.37,7.63,0.03,-5.72,-24.87,45.88,-64.37,-0.98,-0.04,-0.16,0.13,27,-213712896,634.91,3693742,55.55555555555557,38026,0,False,False,False,H,H,0
173704,0.0,0,0,0,0,,,,150.0,15,16.6,136.68,0,,Force Sensor 3,0,0,15.06,-19.37,-2.69,2.25,-1010.69,2.25,7.63,0.03,-5.72,-24.87,45.88,-64.37,-0.99,-0.03,-0.08,0.13,27,-208207872,538.47,3693751,62.5,38044,0,False,False,False,H,H,0
173719,0.0,0,0,0,0,,,,150.0,15,16.61,142.08,0,,Force Sensor 3,0,0,15.25,-9.69,-2.62,2.69,-1006.19,0.81,8.01,0.16,-8.41,-24.87,45.88,-64.37,-0.99,-0.02,0.0,0.13,27,-217907200,453.87,3693764,66.66666666666667,38059,0,False,False,False,H,H,0
173736,0.0,0,0,0,0,,,,150.0,15,16.35,139.54,0,,Force Sensor 3,0,0,15.69,9.19,-2.69,2.25,-974.44,2.0,7.22,-0.26,-9.11,-24.87,45.88,-64.37,-0.99,-0.01,0.08,0.14,27,-220364800,381.63,3693779,62.5,38076,0,False,False,False,H,H,0
173749,0.0,0,0,0,0,M,M,M,150.0,15,16.24,146.8,0,0.0,Force Sensor 3,1,0,15.88,18.31,-2.81,2.69,-943.37,0.94,6.73,-0.24,-10.93,-24.87,45.88,-64.37,-0.98,-0.0,0.16,0.14,27,-213123072,296.24,3693789,76.92307692307692,38089,0,False,False,False,H,H,0
173764,0.0,0,0,0,0,,,,150.0,15,16.12,159.29,0,,Force Sensor 3,0,0,16.06,27.25,-3.0,2.75,-923.44,1.69,6.02,0.04,-10.79,-67.56,46.88,-25.69,-0.96,0.01,0.24,0.14,27,-215187456,243.83,3693802,62.5,38104,0,False,False,False,H,H,0
173781,0.0,0,0,0,0,M,M,M,150.0,15,15.49,166.99,0,0.0,Force Sensor 3,1,0,16.25,36.0,-3.31,2.31,-910.44,1.19,3.07,-0.04,-12.11,-67.56,46.88,-25.69,-0.91,0.03,0.38,0.13,27,-214204416,182.82,3693815,62.5,38121,0,False,False,False,H,H,0
173797,0.0,0,0,0,0,,,,150.0,15,15.99,156.82,0,,Force Sensor 3,0,0,16.69,53.38,-4.56,2.69,-891.12,1.69,2.29,-0.05,-12.22,-67.56,46.88,-25.69,-0.85,0.05,0.51,0.13,27,-221511680,156.2,3693829,58.82352941176471,38137,0,False,False,False,H,H,0
173810,0.0,0,0,0,0,M,M,M,150.0,15,15.6,157.03,0,0.0,Force Sensor 3,1,0,16.94,61.81,-5.75,2.12,-873.69,1.56,0.06,-0.2,-12.5,-67.56,46.88,-25.69,-0.85,0.05,0.51,0.13,27,-217251840,122.04,3693841,76.92307692307692,38150,0,False,False,False,H,H,0
173826,0.0,0,0,0,0,,,,150.0,15,15.59,149.69,0,,Force Sensor 3,0,0,17.19,70.19,-8.0,2.5,-874.0,1.19,-0.56,-0.12,-12.13,-71.25,45.0,30.75,-0.76,0.07,0.63,0.12,27,-230653952,115.75,3693854,62.5,38166,0,False,False,False,H,H,0
173843,0.0,0,0,0,0,M,M,M,150.0,15,15.59,154.66,0,-0.0,Force Sensor 3,1,0,17.81,86.06,-2.69,2.19,-859.06,1.25,-2.07,-0.31,-11.5,-71.25,45.0,30.75,-0.72,0.07,0.69,0.11,27,-222625792,122.54,3693868,62.5,38183,0,False,False,False,H,H,0
173859,0.0,0,0,0,0,,,,150.0,15,15.7,149.28,0,,Force Sensor 3,0,0,18.19,84.06,-177.31,2.5,-831.37,1.19,-3.58,-0.17,-10.72,-71.25,45.0,30.75,-0.61,0.09,0.78,0.1,27,-211648512,151.12,3693883,76.92307692307692,38199,0,False,False,False,H,H,0
173869,0.0,0,0,0,0,,,,150.0,15,15.97,159.46,0,,Force Sensor 3,0,0,18.56,76.31,-168.56,2.62,-842.0,1.5,-5.55,-0.01,-10.14,-34.0,40.25,69.56,-0.55,0.1,0.82,0.09,27,-215744512,183.28,3693893,66.66666666666667,38209,0,False,False,False,H,H,0
173887,0.0,0,0,0,0,,,,150.0,15,15.46,146.9,0,,Force Sensor 3,0,0,14.63,23.56,-177.25,2.5,-967.31,1.81,-7.46,-0.09,-4.68,24.06,33.75,70.0,-0.2,0.12,0.97,0.05,27,-209846272,449.01,3693946,58.82352941176471,38227,0,False,False,False,H,H,0
173904,0.0,0,0,0,0,,,,150.0,15,16.47,144.57,0,,Force Sensor 3,0,0,14.88,14.19,-177.44,2.06,-975.0,2.06,-8.63,-0.38,-3.76,24.06,33.75,70.0,-0.12,0.13,0.98,0.04,27,-212008960,535.01,3693958,62.5,38244,0,False,False,False,H,H,0
173917,0.0,0,0,0,0,,,,150.0,15,16.21,144.67,0,,Force Sensor 3,0,0,15.06,4.75,-177.5,2.69,-973.0,1.62,-6.79,-0.41,-1.12,24.06,33.75,70.0,0.04,0.13,0.99,0.02,27,-212467712,619.67,3693975,83.33333333333333,38257,0,False,False,False,H,H,0
173932,0.0,0,0,0,0,,,,150.0,15,16.21,146.7,0,,Force Sensor 3,0,0,15.5,-13.25,-177.5,2.44,-926.06,1.37,-6.07,-0.31,0.27,24.06,33.75,70.0,0.12,0.13,0.98,0.01,27,-212074496,692.76,3693985,50.0,38272,0,False,False,False,H,H,0
173949,0.0,0,0,0,0,,,,150.0,15,15.85,144.17,0,,Force Sensor 3,0,0,15.69,-22.37,-177.37,2.31,-944.25,1.62,-5.32,0.0,1.99,70.25,30.06,26.19,0.2,0.13,0.97,-0.01,27,-214499328,769.92,3693997,66.66666666666667,38289,0,False,False,False,H,H,0
173965,0.0,0,0,0,0,,,,150.0,15,16.24,146.85,0,,Force Sensor 3,0,0,15.94,-31.44,-177.19,2.31,-943.37,1.37,-3.48,-0.45,2.32,70.25,30.06,26.19,0.27,0.13,0.95,-0.02,27,-215810048,833.8,3694010,66.66666666666667,38305,0,False,False,False,H,H,0
173978,0.0,0,0,0,0,,,,150.0,15,16.11,146.85,0,,Force Sensor 3,0,0,16.12,-40.38,-176.87,2.37,-923.69,1.56,-2.63,-0.02,2.72,70.25,30.06,26.19,0.42,0.13,0.9,-0.04,27,-220758016,887.99,3694027,83.33333333333333,38318,0,False,False,False,H,H,0
173993,0.0,0,0,0,0,,,,150.0,15,16.11,141.74,0,,Force Sensor 3,0,0,11.13,-58.75,-175.37,2.44,-969.56,1.75,0.71,-0.17,3.47,70.25,30.06,26.19,0.49,0.13,0.86,-0.05,27,-213876736,929.73,3694036,58.82352941176471,38333,0,False,False,False,H,H,0
174010,0.0,0,0,0,0,,,,150.0,15,16.11,146.95,0,,Force Sensor 3,0,0,11.81,-67.69,-173.69,2.56,-932.44,1.31,2.74,-0.13,4.25,71.37,34.19,-29.87,0.56,0.12,0.82,-0.06,27,-215482368,948.5,3694049,62.5,38350,0,False,False,False,H,H,0
174026,0.0,0,0,0,0,,,,150.0,15,16.11,159.35,0,,Force Sensor 3,0,0,12.38,-76.12,-170.0,1.75,-878.12,1.75,3.0,-0.17,3.82,71.37,34.19,-29.87,0.67,0.11,0.73,-0.08,27,-218365952,948.82,3694062,62.5,38366,0,False,False,False,H,H,0
174040,0.0,0,0,0,0,,,,150.0,15,15.48,164.58,0,,Force Sensor 3,0,0,13.19,-85.94,-2.37,2.56,-885.81,1.31,3.93,-0.18,3.13,71.37,34.19,-29.87,0.72,0.11,0.68,-0.08,27,-226590720,949.33,3694078,66.66666666666667,38380,0,False,False,False,H,H,0
174055,0.0,0,0,0,0,,,,150.0,15,15.33,161.88,0,,Force Sensor 3,0,0,13.5,-77.87,-11.63,2.06,-890.31,1.87,5.1,-0.1,2.25,71.37,34.19,-29.87,0.77,0.1,0.62,-0.09,27,-221249536,918.69,3694088,66.66666666666667,38395,0,False,False,False,H,H,0
174071,0.0,0,0,0,0,,,,150.0,15,15.34,164.46,0,,Force Sensor 3,0,0,13.75,-69.5,-6.94,2.19,-876.69,1.12,5.68,-0.11,1.33,31.56,38.5,-65.56,0.81,0.09,0.56,-0.1,27,-216989696,878.7,3694101,66.66666666666667,38411,0,False,False,False,H,H,0
174087,0.0,0,0,0,0,,,,150.0,15,15.2,159.46,0,,Force Sensor 3,0,0,14.06,-60.81,-5.0,2.87,-905.56,1.56,8.25,-0.04,-0.77,31.56,38.5,-65.56,0.89,0.08,0.43,-0.11,27,-219283456,829.37,3694118,76.92307692307692,38427,0,False,False,False,H,H,0
174101,0.0,0,0,0,0,,,,150.0,15,15.7,161.93,0,,Force Sensor 3,0,0,14.5,-43.19,-3.44,2.25,-902.62,1.0,8.56,-0.13,-1.96,31.56,38.5,-65.56,0.92,0.07,0.36,-0.12,27,-217579520,755.62,3694129,52.631578947368425,38441,0,False,False,False,H,H,0
174117,0.0,0,0,0,0,,,,150.0,15,15.32,159.62,0,,Force Sensor 3,0,0,14.69,-34.69,-3.06,2.75,-882.37,1.62,7.6,-0.1,-2.89,31.56,38.5,-65.56,0.95,0.06,0.29,-0.12,27,-226230272,692.65,3694140,71.42857142857143,38457,0,False,False,False,H,H,0
